Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
36,Joseph Davison,Adept Precision RT/NE Healthcare,7,107670,2615,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=107670&year=2017&d=4
36,Benedict Spencer,Loughborough Students CC,7,376877,2585,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=376877&year=2017&d=4
36,Ian Taylor,Blumilk.com,7,68945,6107,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=68945&year=2017&d=4
39,Theo Kane,Adept Precision RT/NE Healthcare,6,379687,2615,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=379687&year=2017&d=4
39,Garry Russell,Royal Air Force CA,6,193238,1166,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=193238&year=2017&d=4
41,Stuart Neilson,Fietsen Tempo,5,8156,3157,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=8156&year=2017&d=4
42,Toby Tanfield,Brother NRG,4,7978,6202,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7978&year=2017&d=4
43,Timothy Home,Cycling Sheffield Giant Sheffield,3,242033,7168,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=242033&year=2017&d=4
44,Trevor Finn,Prima Team Racing,2,168646,7472,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=168646&year=2017&d=4
45,Ryan Abbs,Blumilk.com,1,235913,6107,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=235913&year=2017&d=4
45,Michael Johnson,Muckle Cycle Club,1,538250,7368,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=538250&year=2017&d=4
45,Gavin Ward,Adept Precision RT/NE Healthcare,1,497243,2615,North East,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=497243&year=2017&d=4
1,William Tidball,PH-MAS/Paul Milnes/Oldfield ERT,173,13138,7125,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=13138&year=2017&d=4
2,Thomas Baylis,One Pro Cycling,135,106893,7130,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=106893&year=2017&d=4
3,Jake Alderman,Saint Piran,128,102550,7603,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=102550&year=2017&d=4
4,Matt Langworthy,Mid Devon CC,125,246640,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=246640&year=2017&d=4
5,Frederik Scheske,University of Exeter Cycling Club,121,393705,412,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=393705&year=2017&d=4
6,George Kimber,Cycle Sport Dynamo,105,292865,653,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=292865&year=2017&d=4
7,Joshua Croxton,Team Tor 2000 KALAS,79,448289,428,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=448289&year=2017&d=4
8,Harrison Wood,Mid Devon CC,69,17135,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=17135&year=2017&d=4
9,Dexter Hurlock,Kibosh ,68,199270,7607,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=199270&year=2017&d=4
10,Rupert Graham,Sigma Sport.co.uk,62,419110,408,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=419110&year=2017&d=4
11,Aled Jones,Royal Navy & Royal Marines CA,48,526569,3303,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=526569&year=2017&d=4
12,Philip Bray,Plymouth Corinthian CC,44,377891,2161,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=377891&year=2017&d=4
13,Ashley Fletcher,Southfork Racing.co.uk,42,22697,40,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=22697&year=2017&d=4
14,Graham Collins,Team Tor 2000 KALAS,41,275960,428,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=275960&year=2017&d=4
15,Scott Michaels,Southampton University Road Club,35,307198,7930,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=307198&year=2017&d=4
16,James Porter,Team Tor 2000 KALAS,32,6941,428,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6941&year=2017&d=4
17,Robert Smail,Brother NRG,30,18159,6202,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=18159&year=2017&d=4
18,Duncan Heywood,Saint Piran,29,40753,7603,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=40753&year=2017&d=4
18,Jason Kettle,Mid Devon CC,29,12294,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=12294&year=2017&d=4
18,Julian Pitocco,Mid Devon CC,29,186875,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=186875&year=2017&d=4
21,Adam Toole,Royal Navy & Royal Marines CA,25,564359,3303,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=564359&year=2017&d=4
22,Samuel Woods,Plymouth Corinthian CC,24,279832,2161,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=279832&year=2017&d=4
23,Adrian Reynolds,Somerset RC - The Bicycle Chain,22,178352,1209,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=178352&year=2017&d=4
24,James Curson,Tri UK,21,261043,6931,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=261043&year=2017&d=4
25,Ashley Towey,Mid Devon CC,20,378051,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=378051&year=2017&d=4
26,Andrew Hitchens,Mid Devon CC,17,35416,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=35416&year=2017&d=4
27,Jack Salvidge,Cycleservice Sidmouth,15,290550,7134,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=290550&year=2017&d=4
28,Andrew Perkins,Mid Devon CC,12,126583,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=126583&year=2017&d=4
29,Ross Holland,Bikechain - Ricci,8,248864,1014,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248864&year=2017&d=4
29,Joseph Saunders,Mid Devon CC,8,200853,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=200853&year=2017&d=4
31,Lewis Henry,DRK Racing,7,105626,7529,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105626&year=2017&d=4
31,Josh Rochester-Greet,Kibosh ,7,241591,7607,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=241591&year=2017&d=4
33,Corey Bale,Cycle Team OnForm ,6,348436,7865,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=348436&year=2017&d=4
34,Ashley Martin,Team Tor 2000 KALAS,4,29615,428,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=29615&year=2017&d=4
34,Louie Priddle,Mid Devon CC,4,15637,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=15637&year=2017&d=4
34,Joseph West,Team Backstedt/Hotchillee,4,220864,7500,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=220864&year=2017&d=4
34,Oliver Yates,Somerset RC - The Bicycle Chain,4,132173,1209,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=132173&year=2017&d=4
38,Ian Cullen,Mid Devon CC,3,52788,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=52788&year=2017&d=4
38,Ben Lockett,Saint Piran,3,181281,7603,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=181281&year=2017&d=4
40,Evan Rouse,Propello - Carb Cycles,2,138141,7755,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=138141&year=2017&d=4
41,Philip Collings,Tavistock Whlrs NorthShoreGallery,1,223470,1095,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=223470&year=2017&d=4
41,David Johnson,Mid Devon CC,1,299676,913,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=299676&year=2017&d=4
41,Craig Reynolds,Royal Navy & Royal Marines CA,1,357005,3303,South West,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=357005&year=2017&d=4
1,Kieran Savage,Team B38 / Underpin Racing,157,173422,7793,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=173422&year=2017&d=4
2,Mason Hollyman,Bike Box Alan,107,46003,6058,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=46003&year=2017&d=4
3,Lee Brown,Holmfirth Cycling Club,95,12070,6695,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=12070&year=2017&d=4
4,Chris Sherriffs,All Terrain Cycles Ride In Peace,92,3149,841,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=3149&year=2017&d=4
5,Thomas Denwood,Harrogate Nova CC,83,259618,1101,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=259618&year=2017&d=4
5,William Orrell-Turner,WHEELBASE CABTECH JUNIOR RT ,83,187640,7875,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=187640&year=2017&d=4
7,Jordan Reed,Bike Box Alan,82,187628,6058,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=187628&year=2017&d=4
8,Jack Ford,WHEELBASE CABTECH JUNIOR RT ,74,104147,7875,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=104147&year=2017&d=4
9,Giles Pidcock,Chevin Cycles.com Trek,69,70492,6146,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70492&year=2017&d=4
10,Gavin Taylor,Prologue Racing Team,66,296476,7200,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=296476&year=2017&d=4
10,Dean Watson,Clay Cross Road Team,66,408282,5462,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=408282&year=2017&d=4
12,Jamie Ridehalgh,HMT with JLT Condor,62,70853,7108,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70853&year=2017&d=4
12,Julian Varley,Team KTM,62,221325,7942,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=221325&year=2017&d=4
14,Cameron Blake,Ilkley Cycling Club,60,273350,5822,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=273350&year=2017&d=4
15,Robert Watson,Paceline Cycles North,57,11379,7700,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=11379&year=2017&d=4
16,Alex Ridehalgh,Spokes Racing Team,56,24007,1802,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=24007&year=2017&d=4
17,Kit Gilham,,55,20964,,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=20964&year=2017&d=4
17,Nick Guest,FTR Milltag,55,186467,7540,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=186467&year=2017&d=4
17,Jack Stephenson,Out Of The Saddle,55,378163,5252,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=378163&year=2017&d=4
20,John Brearley,Squadra RT,54,8814,6134,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=8814&year=2017&d=4
21,Steve Colloby,All Terrain Cycles Ride In Peace,52,452249,841,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=452249&year=2017&d=4
21,Steven Guymer,Feather Cycles Racing,52,53685,6832,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=53685&year=2017&d=4
23,Tom Barras,,49,20792,,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=20792&year=2017&d=4
23,Cavan Walker,Prologue Racing Team,49,256428,7200,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=256428&year=2017&d=4
25,Daniel Posnett,Squadra RT,46,229746,6134,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=229746&year=2017&d=4
26,Brad Dransfield,Bike Box Alan,44,50091,6058,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=50091&year=2017&d=4
26,Simon Mayfield,Sowerby Brothers CRT,44,105628,1402,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105628&year=2017&d=4
28,Richard Moore,Squadra RT,42,34033,6134,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=34033&year=2017&d=4
28,Jude Taylor,Team B38 / Underpin Racing,42,403911,7793,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=403911&year=2017&d=4
28,Ben Turner,HMT with JLT Condor,42,33890,7108,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=33890&year=2017&d=4
31,Dylan Flesher,Prologue Racing Team,39,311367,7200,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=311367&year=2017&d=4
32,Jim Adamson,Ilkley Cycling Club,38,355277,5822,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=355277&year=2017&d=4
33,Benjamin Beynon,Strada-Sport,34,248738,4912,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248738&year=2017&d=4
33,Eugene Cross,Team KTM,34,130630,7942,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=130630&year=2017&d=4
35,Matthew Williams,Feather Cycles Racing,32,66998,6832,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=66998&year=2017&d=4
36,Marc Layfield,VeloViewer,29,424234,7245,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=424234&year=2017&d=4
37,William Staveley,InGear Coaching naughtone,28,107853,7977,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=107853&year=2017&d=4
38,Finley Shaw,Cycle Supreme Cycling Club,25,364435,6432,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=364435&year=2017&d=4
39,Joe Williams,Paul Milnes - Bradford Olympic RC,23,5592,214,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=5592&year=2017&d=4
40,Will King,PH-MAS/Paul Milnes/Oldfield ERT,22,240915,7125,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=240915&year=2017&d=4
41,Christopher Dredge,Spirit Tifosi Racing Team ,21,48885,3283,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=48885&year=2017&d=4
41,Jack Fawdington,FTR Milltag,21,345661,7540,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=345661&year=2017&d=4
41,Glen Turnbull,Patron,21,23763,6170,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=23763&year=2017&d=4
41,Thomas Wood,Prologue Racing Team,21,217847,7200,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=217847&year=2017&d=4
45,Robert Mitchell,Out Of The Saddle,20,324423,5252,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=324423&year=2017&d=4
46,Robert Pape,VC York,18,303248,2839,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=303248&year=2017&d=4
47,Levi Moody,Wheelbase Altura MGD,17,134904,79,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=134904&year=2017&d=4
48,Mark Walker,Wold Top Actif RT,16,60476,7572,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=60476&year=2017&d=4
49,Andrew Ashton,Albarosa Cycling Club,14,241506,6417,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=241506&year=2017&d=4
49,Shaun Dolby,Birdwell Wheelers,14,206058,394,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=206058&year=2017&d=4
49,Robert Watkinson,Doncaster Whls CC,14,11989,989,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=11989&year=2017&d=4
52,Matthew Taylor,Shibden Cycling Club,12,174036,7818,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=174036&year=2017&d=4
53,Harry Brook-Dobson,University of Bath Cycling Club,10,452101,2007,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=452101&year=2017&d=4
53,James Coates,Otley CC,10,167476,193,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=167476&year=2017&d=4
53,Dan Stephenson,Out Of The Saddle,10,378109,5252,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=378109&year=2017&d=4
56,Tom Cullen,Otley CC,9,108037,193,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=108037&year=2017&d=4
56,Max McMurdo,SSLL Racing Team,9,220523,7532,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=220523&year=2017&d=4
58,Dovydas Cipkus,Kingsnorth International Whlrs,8,280660,2569,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=280660&year=2017&d=4
58,Thomas Creber,Sheffield Hallam Cycling Club,8,177628,2442,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=177628&year=2017&d=4
58,Ashley Marshall,Prologue Racing Team,8,68430,7200,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=68430&year=2017&d=4
61,Euan Cameron,WHEELBASE CABTECH JUNIOR RT ,6,32594,7875,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=32594&year=2017&d=4
62,Philip Graves,VC York,5,571143,2839,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=571143&year=2017&d=4
62,Joe Howcroft,PH-MAS/Paul Milnes/Oldfield ERT,5,64740,7125,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=64740&year=2017&d=4
64,Hayden Allen,Albarosa Cycling Club,4,549954,6417,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=549954&year=2017&d=4
64,Steven Gott,Ilkley Cycling Club,4,355956,5822,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=355956&year=2017&d=4
64,Billy Harding,PH-MAS/Paul Milnes/Oldfield ERT,4,57247,7125,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=57247&year=2017&d=4
64,Elliott Teal,Crosstrax,4,67073,3766,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=67073&year=2017&d=4
68,Ben Gibson,Clifton CC,3,542642,549,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=542642&year=2017&d=4
68,Neil Stainthorpe,Scunthorpe Polytechnic CC,3,45975,3456,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=45975&year=2017&d=4
70,Sean Davenport,University of Sheffield CC,2,135964,993,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=135964&year=2017&d=4
70,John Tanner,,2,76962,,Yorkshire,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=76962&year=2017&d=4
1,Ben Joughin,Pro Vision Race Team,167,2068,7957,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=2068&year=2017&d=4
2,Samuel Williams,One Pro Cycling,165,101422,7130,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=101422&year=2017&d=4
3,Callum Ferguson,Catford CC Equipe/Banks,150,20872,1567,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=20872&year=2017&d=4
4,Joshua Sandman,Ely Race Club,124,347256,7856,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=347256&year=2017&d=4
5,Matthew Shaw,WHEELBASE CABTECH JUNIOR RT ,106,29159,7875,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=29159&year=2017&d=4
5,Harry Yates,Hargroves-Ridley-Montezuma's,106,36642,2482,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=36642&year=2017&d=4
7,David Griffiths,Mammoth Lifestyle Racing Team,101,37862,2199,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=37862&year=2017&d=4
8,Chris Pook,Rhino Velo Race Team,93,133260,7619,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=133260&year=2017&d=4
9,Joe Evans,Madison Genesis,91,49574,6399,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=49574&year=2017&d=4
9,Oliver Hayward,Rhino Velo Race Team,91,401267,7619,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=401267&year=2017&d=4
11,Alexander Simmons,Pro Vision Race Team,85,69736,7957,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=69736&year=2017&d=4
12,Benjamin Manfield-Yorke,Morvelo Basso RT ,80,140532,7494,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=140532&year=2017&d=4
13,Joe Charley,Stourbridge CC,78,18964,987,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=18964&year=2017&d=4
13,Eliot Ward,DMW - BRIDGTOWN,78,501178,7590,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=501178&year=2017&d=4
15,Matthew Cartlidge,Kuota - Spinergy - GSG,74,185581,1888,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=185581&year=2017&d=4
16,Matthew Lewis,Wolverhampton Whls,59,3040,1628,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=3040&year=2017&d=4
17,Matthew Higgins,Mammoth Lifestyle Racing Team,58,70117,2199,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70117&year=2017&d=4
18,Chris Carter,Newport Shropshire CC,55,238110,1176,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=238110&year=2017&d=4
19,Michael Cuming,Neon-Velo Cycling Team,51,55413,6022,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=55413&year=2017&d=4
20,Daniel Watts,Royal Air Force CA,49,105027,1166,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105027&year=2017&d=4
21,Owen Line,VCUK  VELOCHAMPION Racing Team,47,72317,1604,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=72317&year=2017&d=4
22,Cameron Biddle,Rivet Racing,43,16717,7864,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=16717&year=2017&d=4
23,James Chapman,Kenilworth Wheelers CC,39,310464,3747,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=310464&year=2017&d=4
24,Matthew Morris,Wolverhampton Whls,34,6699,1628,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6699&year=2017&d=4
25,Grant Bigham,Velo - M,32,464347,7204,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=464347&year=2017&d=4
26,Josh Yates,Mammoth Lifestyle Racing Team,30,369436,2199,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=369436&year=2017&d=4
27,Matthew Davies,Rhino Velo Race Team,28,49021,7619,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=49021&year=2017&d=4
27,Danny Smith,Mammoth Lifestyle Racing Team,28,308095,2199,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=308095&year=2017&d=4
29,Will Perrin,Gannet CC,27,267826,531,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=267826&year=2017&d=4
30,Joe Brennan,Pro Vision Cycle Clothing,25,391150,7073,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=391150&year=2017&d=4
30,Jacob Sparrow,Ludlow Brewery Race Team,25,487147,7559,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=487147&year=2017&d=4
32,Chris Childs,Stourbridge Velo,24,351392,3471,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=351392&year=2017&d=4
33,Joseph Hobbs,Halesowen A & CC,23,221249,495,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=221249&year=2017&d=4
34,Nicholas Clayton,Halesowen A & CC,22,335350,495,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=335350&year=2017&d=4
34,Scott Probert,Morvelo Basso RT ,22,251359,7494,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=251359&year=2017&d=4
36,Jonathan Harris,Specialized Birmingham,21,12180,7730,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=12180&year=2017&d=4
37,Daniel Minor,Lyme RC,20,182741,1246,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=182741&year=2017&d=4
38,Stuart Glover,Rhino Velo Race Team,18,247296,7619,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=247296&year=2017&d=4
39,Andrew Magnier,Leisure Lakes Bikes.com,17,7586,1165,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7586&year=2017&d=4
40,George Moore,Bicicielo,16,64305,6453,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=64305&year=2017&d=4
40,Edward Silverton,Morvelo Basso RT ,16,199448,7494,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=199448&year=2017&d=4
42,Harry Gillett,Zappi Racing Team,15,282287,6166,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=282287&year=2017&d=4
43,Chris Froom,NFTO Race Club,13,263078,6048,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=263078&year=2017&d=4
43,Robert Seeley,Rhino Velo Race Team,13,250670,7619,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=250670&year=2017&d=4
45,Thomas Seeley,Rhino Velo Race Team,12,310333,7619,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=310333&year=2017&d=4
46,Daniel Brough,Audlem Cycling Club,11,528382,1457,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=528382&year=2017&d=4
47,Patrick Fotheringham,Halesowen A & CC,10,99890,495,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=99890&year=2017&d=4
48,Martin Hillman,Velo - M,9,290438,7204,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=290438&year=2017&d=4
48,Josh Williams,Stourbridge Velo,9,520895,3471,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=520895&year=2017&d=4
50,James Stuart,Norwood Paragon CC,8,46265,1872,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=46265&year=2017&d=4
51,Matthew Clarke,,7,98779,,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=98779&year=2017&d=4
52,Ellis Pullinger,Southampton University Road Club,6,581002,7930,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=581002&year=2017&d=4
52,Devon Round,Rhino Velo Race Team,6,133159,7619,West Midlands,2017,Male,2nd,https://www.britishcycling.org.uk/points?person_id=133159&year=2017&d=4
