Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
31,Adrian Reynolds,Somerset RC - The Bicycle Chain,21,178352,1209,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=178352&year=2016&d=4
32,Dominic Cordner,Bikechain - Ricci,13,312469,1014,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=312469&year=2016&d=4
33,David Johnson,Mid Devon CC,10,299676,913,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=299676&year=2016&d=4
33,Graeme Lackford,Team Tor 2000 Kalas Sportswear,10,60609,428,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=60609&year=2016&d=4
33,Adrian Sluman,Plymouth Corinthian CC,10,44953,2161,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=44953&year=2016&d=4
33,Sol Warwick,Pizzeria Espanola,10,132510,7628,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=132510&year=2016&d=4
33,Oliver Yates,Somerset RC - The Bicycle Chain,10,132173,1209,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=132173&year=2016&d=4
38,Ryan Vale,Tanks Direct Cycling,9,247637,6738,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=247637&year=2016&d=4
39,Lewis Henry,Cardiff University Marmots,7,105626,6834,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105626&year=2016&d=4
39,Mark Lees,Tanks Direct Cycling,7,107910,6738,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=107910&year=2016&d=4
39,Robert Smail,VP Consulting - Zannata Cycling Team,7,18159,5352,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=18159&year=2016&d=4
42,Jack Salvidge,Exeter Wheelers,4,290550,2398,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=290550&year=2016&d=4
43,Kenny Parker,Mid Devon CC,3,9174,913,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=9174&year=2016&d=4
43,Kelvin Price,Tanks Direct Cycling,3,3125,6738,South West,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=3125&year=2016&d=4
1,Lee Brown,Holmfirth Cycling Club,183,12070,6695,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=12070&year=2016&d=4
2,Matthew Williams,Feather Cycles Racing,165,66998,6832,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=66998&year=2016&d=4
3,Robert Mitchell,Out Of The Saddle,146,324423,5252,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=324423&year=2016&d=4
4,Richard Moore,Squadra RT,134,34033,6134,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=34033&year=2016&d=4
5,Jack Cutsforth,Squadra RT,133,56795,6134,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=56795&year=2016&d=4
5,Daniel Posnett,Squadra RT,133,229746,6134,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=229746&year=2016&d=4
7,Kieran Savage,Team B38 / Underpin Racing,131,173422,7793,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=173422&year=2016&d=4
8,Julian Varley,,129,221325,,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=221325&year=2016&d=4
9,Steven Guymer,Feather Cycles Racing,123,53685,6832,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=53685&year=2016&d=4
10,Harry Hardcastle,VCUK PH-MAS Cycling Team,115,105378,7125,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105378&year=2016&d=4
11,Thomas Traviss-Pollard,Metaltek Kuota Racing Team,108,385874,7674,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=385874&year=2016&d=4
12,Chris Sherriffs,Pendle Forest CC,105,3149,742,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=3149&year=2016&d=4
13,Eugene Cross,SSLL Racing Team,104,130630,7532,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=130630&year=2016&d=4
14,Gregory Saunderson,Wold Top Actif RT,96,210000,7572,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=210000&year=2016&d=4
15,John Tanner,,92,76962,,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=76962&year=2016&d=4
16,Ben Turner,Oldfield/Paul Milnes Cycles ERT,91,33890,7349,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=33890&year=2016&d=4
17,Jamie Ridehalgh,Speedflex Race Team,89,70853,5999,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70853&year=2016&d=4
18,Mark Walker,Hull Thursday RC,65,60476,2602,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=60476&year=2016&d=4
19,Steve Colloby,All Terrain Cycles Ride In Peace,64,452249,841,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=452249&year=2016&d=4
20,Robert Pape,VC York,62,303248,2839,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=303248&year=2016&d=4
21,Tom Murray,Tom Murray Cycling,56,62309,7627,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=62309&year=2016&d=4
22,Jude Taylor,Team B38 / Underpin Racing,54,403911,7793,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=403911&year=2016&d=4
23,Jim Adamson,Ilkley Cycling Club,53,355277,5822,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=355277&year=2016&d=4
24,Nick Guest,FTR,51,186467,7540,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=186467&year=2016&d=4
25,Alfie Moses,HMT with JLT Condor,48,73382,7108,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=73382&year=2016&d=4
25,Giles Pidcock,Chevin Cycles.com Trek,48,70492,6146,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70492&year=2016&d=4
27,Max McMurdo,SSLL Racing Team,47,220523,7532,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=220523&year=2016&d=4
28,Tom Cullen,Otley CC,45,108037,193,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=108037&year=2016&d=4
28,Thomas Wood,Paul Milnes - Bradford Olympic RC,45,217847,214,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=217847&year=2016&d=4
30,Robert Watkinson,Doncaster Whls CC,44,11989,989,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=11989&year=2016&d=4
31,Michael Harris,HD Revolutions (HDR),43,190412,7079,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=190412&year=2016&d=4
31,Robert Watson,Ingear Coaching Biemme,43,11379,6775,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=11379&year=2016&d=4
31,Jon Wilkinson,Chevin Cycles.com Trek,43,189136,6146,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=189136&year=2016&d=4
34,Russell Falder,Mammoth Lifestyle Racing Team,41,38677,2199,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=38677&year=2016&d=4
35,Arthur Didelot,Neon-Velo Cycling Team,40,419961,6022,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=419961&year=2016&d=4
36,Levi Moody,Wheelbase Altura MGD,38,134904,79,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=134904&year=2016&d=4
37,James Allen,Sheffrec CC,37,102702,1759,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=102702&year=2016&d=4
38,Matthew Bulmer,All Terrain Cycles Ride In Peace,35,101771,841,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=101771&year=2016&d=4
38,Andrew Sedgewick,Langsett Cycles RT,35,77531,6128,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=77531&year=2016&d=4
40,Glen Turnbull,Patron,34,23763,6170,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=23763&year=2016&d=4
41,Sam Travis,Acre Racing Team,33,255695,7235,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=255695&year=2016&d=4
42,Nicholas Barnes,Hargroves Cycles - Ridley RT,32,68001,2482,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=68001&year=2016&d=4
43,Will King,Prologue Racing Team,31,240915,7200,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=240915&year=2016&d=4
43,Edward McParland,All Terrain Cycles Ride In Peace,31,75870,841,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=75870&year=2016&d=4
45,James Sharp,Feather Cycles Racing,30,68389,6832,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=68389&year=2016&d=4
46,John Brearley,City RC (Hull),27,8814,890,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=8814&year=2016&d=4
46,Mark Davies,Team Cystic Fibrosis,27,6364,3793,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6364&year=2016&d=4
46,Chris Emsley,All Terrain Cycles Ride In Peace,27,256731,841,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=256731&year=2016&d=4
46,Jordan Reed,Bike Box Alan,27,187628,6058,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=187628&year=2016&d=4
46,Dean Watson,Out Of The Saddle,27,408282,5252,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=408282&year=2016&d=4
51,Jamie Burgan,Langsett Cycles RT,26,68973,6128,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=68973&year=2016&d=4
51,James Harris,Geared Up Cycles,26,179818,7103,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=179818&year=2016&d=4
53,Cameron Blake,Ilkley Cycling Club,25,273350,5822,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=273350&year=2016&d=4
54,Billy Harding,Oldfield/Paul Milnes Cycles ERT,24,57247,7349,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=57247&year=2016&d=4
54,Dan Stephenson,Out Of The Saddle,24,378109,5252,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=378109&year=2016&d=4
56,Simon Mayfield,Sowerby Brothers CRT,22,105628,1402,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105628&year=2016&d=4
57,Steven Gott,Ilkley Cycling Club,21,355956,5822,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=355956&year=2016&d=4
57,Andrew Leveton,VC St Raphael,21,45654,2933,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=45654&year=2016&d=4
59,Shaun Dolby,Birdwell Wheelers,19,206058,394,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=206058&year=2016&d=4
59,Jack Stephenson,Out Of The Saddle,19,378163,5252,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=378163&year=2016&d=4
61,Gavin Taylor,Prologue Racing Team,17,296476,7200,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=296476&year=2016&d=4
62,Jamie Tune,Bike Box Alan,16,424297,6058,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=424297&year=2016&d=4
63,Jake Beach,Speedflex Race Team,15,3706,5999,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=3706&year=2016&d=4
64,Jack Fawdington,FTR,14,345661,7540,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=345661&year=2016&d=4
64,Ricky Feather,Feather Cycles Racing,14,320981,6832,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=320981&year=2016&d=4
66,Sean Davenport,University of Sheffield CC,12,135964,993,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=135964&year=2016&d=4
66,David Morris,Harrogate Nova CC,12,29364,1101,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=29364&year=2016&d=4
66,Daniel Webb,Team Cystic Fibrosis,12,32802,3793,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=32802&year=2016&d=4
69,Richard Baldwin,Cottingham Coureurs RT,10,53457,1397,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=53457&year=2016&d=4
69,Dovydas Cipkus,,10,280660,,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=280660&year=2016&d=4
69,Brad Dransfield,Planet X - Northside Cycling,10,50091,6202,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=50091&year=2016&d=4
69,Joshua Ruddiman,HD Revolutions (HDR),10,184215,7079,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=184215&year=2016&d=4
73,Benjamin Beynon,Strada-Sport,9,248738,4912,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248738&year=2016&d=4
74,Dylan Flesher,Prologue Racing Team,8,311367,7200,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=311367&year=2016&d=4
74,Stephen Johnson,Chevin Cycles.com Trek,8,100770,6146,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=100770&year=2016&d=4
76,Liam Gilpin,Bike Box Alan,7,236635,6058,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=236635&year=2016&d=4
76,Joe Williams,Prologue Racing Team,7,5592,7200,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=5592&year=2016&d=4
78,Tom Andrews,University of Sheffield CC,6,452234,993,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=452234&year=2016&d=4
78,George Evans,Team Vertex-pedalpowersport.com,6,246560,6682,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=246560&year=2016&d=4
78,Simon Lerpiniere,Skipton Cycling Club,6,10204,6350,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=10204&year=2016&d=4
78,Struan McInnes,RST Racing Team,6,21013,5372,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=21013&year=2016&d=4
82,Tom Garnett,Ilkley Cycling Club,5,237590,5822,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=237590&year=2016&d=4
82,Jack Ward,Sharrow Cycling Club,5,268660,2752,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=268660&year=2016&d=4
84,Oliver Bridgewood,Addiscombe CC,4,299467,3360,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=299467&year=2016&d=4
84,Robbie Pollard,Otley CC,4,331488,193,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=331488&year=2016&d=4
84,Luke Preston,Flex-Tech Ettridge Cycles RT,4,205946,6063,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=205946&year=2016&d=4
84,Andrew Wooler,VCUK PH-MAS Cycling Team,4,99283,7125,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=99283&year=2016&d=4
88,Marc Layfield,7 Hills Cycling Club,2,424234,7423,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=424234&year=2016&d=4
88,Simon West,Acre Racing Team,2,68975,7235,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=68975&year=2016&d=4
90,Paul Allen,Dinnington Racing Club,1,39941,511,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=39941&year=2016&d=4
90,Jeremy Copland,All Terrain Cycles Ride In Peace,1,134461,841,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=134461&year=2016&d=4
999,Jack Clarkson,Hope Factory Racing,0,22353,765,Yorkshire,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=22353&year=2016&d=4
1,Bertie Newey,Catford CC Equipe/Banks,177,1154,1567,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=1154&year=2016&d=4
2,Joe Evans,Madison Genesis,165,49574,6399,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=49574&year=2016&d=4
3,Owen Line,Champion System VCUK Racing Team,120,72317,1604,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=72317&year=2016&d=4
4,Richard Bussell,AeroCoach,102,208593,6898,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=208593&year=2016&d=4
5,Peter Medhurst,Team Jewson-M.I.Racing-Polypipe,89,132180,795,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=132180&year=2016&d=4
6,Daniel Watts,Royal Air Force CA,83,105027,1166,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105027&year=2016&d=4
7,Harry Yates,Hargroves Cycles - Ridley RT,80,36642,2482,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=36642&year=2016&d=4
8,Benjamin Manfield-Yorke,The Nab Racing,73,140532,7203,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=140532&year=2016&d=4
9,Jonathan Harris,Specialized Midlands,70,12180,7730,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=12180&year=2016&d=4
9,David Pilcher,,70,449833,,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=449833&year=2016&d=4
9,Robert Seeley,Cadence Cycling Performance,70,250670,6609,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=250670&year=2016&d=4
12,Matthew Cartlidge,Kuota - Spinergy - GSG,66,185581,1888,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=185581&year=2016&d=4
12,Matthias Newsome,Durham University Cycling Club,66,315827,678,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=315827&year=2016&d=4
14,Andrew Magnier,,64,7586,,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7586&year=2016&d=4
15,David Griffiths,Mammoth Lifestyle Racing Team,59,37862,2199,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=37862&year=2016&d=4
15,Tom Swingler,Halesowen A & CC,59,277895,495,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=277895&year=2016&d=4
17,Rhys Phillips,NFTO Race Club,58,309962,6048,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=309962&year=2016&d=4
18,Cameron Biddle,Solihull CC,56,16717,1430,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=16717&year=2016&d=4
19,James Walker,DMW - BRIDGTOWN,53,28935,7590,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=28935&year=2016&d=4
20,Chris Childs,Stourbridge Velo,52,351392,3471,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=351392&year=2016&d=4
21,Oliver Hayward,University of Birmingham CC,50,401267,935,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=401267&year=2016&d=4
22,Andrew Udall,Mammoth Lifestyle Racing Team,49,11487,2199,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=11487&year=2016&d=4
23,Adam Studzinski,Skinline Race Club,48,57428,7311,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=57428&year=2016&d=4
24,Scott Probert,HR Owen Maserati RT,47,251359,7494,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=251359&year=2016&d=4
25,Joe Atkins,Ride Coventry,46,174048,351,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=174048&year=2016&d=4
26,Patrick Fotheringham,Halesowen A & CC,44,99890,495,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=99890&year=2016&d=4
27,Callum Ferguson,Zappi's Racing Team,43,20872,6166,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=20872&year=2016&d=4
28,Joe Swinnerton,Swinnerton Cycles,39,200404,2134,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=200404&year=2016&d=4
29,Ben Joughin,Pro Vision Cycle Clothing,38,2068,7073,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=2068&year=2016&d=4
30,David Lowe,BowlPhish BONTRAGER Racing,37,17340,7050,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=17340&year=2016&d=4
31,Chris Pook,Rhino Velo Race Team,36,133260,7619,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=133260&year=2016&d=4
32,Nicholas Clayton,Halesowen A & CC,35,335350,495,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=335350&year=2016&d=4
32,Stuart Glover,Rhino Velo Race Team,35,247296,7619,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=247296&year=2016&d=4
32,David Scott,Rhino Velo Race Team,35,371104,7619,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=371104&year=2016&d=4
35,Will Perrin,Gannet CC,31,267826,531,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=267826&year=2016&d=4
36,Benjamin Hardwick,Swinnerton Cycles,29,23395,2134,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=23395&year=2016&d=4
37,Adam Holmes,DMW - BRIDGTOWN,27,317005,7590,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=317005&year=2016&d=4
37,Danny Smith,Pro Vision Cycle Clothing,27,308095,7073,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=308095&year=2016&d=4
39,Kyle Brady,DMW - BRIDGTOWN,26,331887,7590,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=331887&year=2016&d=4
40,James Chapman,Kenilworth Wheelers CC,24,310464,3747,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=310464&year=2016&d=4
41,Philip Hinch,Brotherton Cycles,22,74028,6160,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=74028&year=2016&d=4
42,Ian Cooper,Team Jewson-M.I.Racing-Polypipe,21,504,795,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=504&year=2016&d=4
43,Matthew Bonehill,Mammoth Lifestyle Racing Team,20,107737,2199,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=107737&year=2016&d=4
43,James Ellmore,Rhino Velo Race Team,20,117812,7619,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=117812&year=2016&d=4
45,Adrian Bird,Worcester St Johns CC,18,72311,1879,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=72311&year=2016&d=4
46,Christopher Quin,Macclesfield Wheelers,17,78680,1495,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=78680&year=2016&d=4
46,Josh Yates,Mammoth Lifestyle Racing Team,17,369436,2199,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=369436&year=2016&d=4
48,Ewan Grivell-Mellor,Mid Shropshire Wheelers,16,50750,1793,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=50750&year=2016&d=4
49,William Lewis,RP Vision Racing Team,14,248476,6750,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248476&year=2016&d=4
50,Thomas Creber,Sheffield Hallam Cycling Club,13,177628,2442,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=177628&year=2016&d=4
50,Thomas Ford,EvoVelo Racing,13,330136,7512,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=330136&year=2016&d=4
50,James Locker,Dynamic Rides CC,13,77771,7567,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=77771&year=2016&d=4
50,Mark McCann,DMW - BRIDGTOWN,13,296367,7590,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=296367&year=2016&d=4
50,Thomas Seeley,Cadence Cycling Performance,13,310333,6609,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=310333&year=2016&d=4
55,Tony Kiss,Performance Cycles,12,102265,4902,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=102265&year=2016&d=4
56,Phil Blacker,Team Jewson-M.I.Racing-Polypipe,10,23056,795,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=23056&year=2016&d=4
56,Matthew Radford,Wolverhampton Whls,10,250634,1628,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=250634&year=2016&d=4
56,George Richardson,NFTO Race Club,10,42029,6048,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=42029&year=2016&d=4
59,Stuart White,Beacon Roads CC,9,242925,1651,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=242925&year=2016&d=4
60,Joseph Hobbs,Halesowen A & CC,8,221249,495,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=221249&year=2016&d=4
60,Thomas Kirk,HR Owen Maserati RT,8,41071,7494,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=41071&year=2016&d=4
60,Edward Silverton,Bicicielo,8,199448,6453,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=199448&year=2016&d=4
63,Christian Edwards,GBC Racing Team,7,276914,7074,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=276914&year=2016&d=4
63,Jono Goulding,GBC Racing Team,7,404282,7074,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=404282&year=2016&d=4
63,James Jenkins,Successcycling.co.uk,7,1325,6800,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=1325&year=2016&d=4
63,Joshua Waters,SF Racing,7,27530,47,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=27530&year=2016&d=4
67,Christopher Cleaver,EvoVelo Racing,6,121413,7512,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=121413&year=2016&d=4
67,Benjamin Goddard,Revolutions Racing,6,70700,6581,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70700&year=2016&d=4
67,Luke Hardman,Bicicielo,6,212761,6453,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=212761&year=2016&d=4
67,George Moore,Bicicielo,6,64305,6453,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=64305&year=2016&d=4
71,Chris Froom,NFTO Race Club,5,263078,6048,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=263078&year=2016&d=4
