Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
71,Daren Glaze,Stourbridge Velo,5,129885,3471,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=129885&year=2016&d=4
71,Harry Thomas,Worcester Cycle Centre,5,307945,2684,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=307945&year=2016&d=4
74,Gary Blackman,Solihull CC,4,316964,1430,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=316964&year=2016&d=4
74,Oliver Dighton,Halesowen A & CC,4,124438,495,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=124438&year=2016&d=4
74,Forrest Lambert-Humphries,Halesowen A & CC,4,342108,495,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=342108&year=2016&d=4
74,Devon Round,Mid Shropshire Wheelers,4,133159,1793,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=133159&year=2016&d=4
74,Gareth Scott,Bicicielo,4,49984,6453,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=49984&year=2016&d=4
79,Chris Carter,Newport Shropshire CC,3,238110,1176,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=238110&year=2016&d=4
79,Simon Javelleau-Hill,Dynamic Rides CC,3,70726,7567,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70726&year=2016&d=4
79,Eliot Ward,,3,501178,,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=501178&year=2016&d=4
82,Dan Cox,Run & Ride / Midland Bike Fit,2,207214,6798,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=207214&year=2016&d=4
82,Matthew Morris,Wolverhampton Whls,2,6699,1628,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6699&year=2016&d=4
82,Elliott Pike,,2,133085,,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=133085&year=2016&d=4
85,Daniel Brough,Audlem Cycling Club,1,528382,1457,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=528382&year=2016&d=4
85,Ethan Davies,Wolverhampton Whls,1,62190,1628,West Midlands,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=62190&year=2016&d=4
1,Mitchell Powell,Team Terminator,175,16186,122,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=16186&year=2016&d=4
2,Thomas Power,Strada-Sport,159,188534,4912,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=188534&year=2016&d=4
3,David Mitchinson,Cycle Club Ashwell (CCA),152,22453,3780,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=22453&year=2016&d=4
4,Clem Berrill,Cycling Club Hackney,151,30496,2718,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=30496&year=2016&d=4
5,Georg Mew Jensen,VC Londres,134,100947,1390,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=100947&year=2016&d=4
6,Morris Bacon,Strada-Sport,133,350500,4912,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=350500&year=2016&d=4
7,James Ambrose-Parish,Lee Valley Youth Cycling Club,132,31051,810,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=31051&year=2016&d=4
8,James O'Connell,Regents Park Rouleurs,128,473759,4642,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=473759&year=2016&d=4
9,Mark Smith,Pro Cycle Hire UK Racing Team,118,49775,4212,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=49775&year=2016&d=4
10,Gabriel Fowden,Cambridge CC,104,319210,2516,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=319210&year=2016&d=4
11,Laurence Lisher,Green Arrow CRT,103,242234,1964,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=242234&year=2016&d=4
12,James Lambton,Oxford University Cycling Club,97,317921,2579,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=317921&year=2016&d=4
13,Isaac Mundy,Oxford University Cycling Club,95,50737,2579,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=50737&year=2016&d=4
14,Keir Apperley,Cycling Club Hackney,83,64562,2718,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=64562&year=2016&d=4
15,Michael Parry,Welwyn Wheelers CC,81,15544,2261,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=15544&year=2016&d=4
16,Matthew Clements,Catford CC Equipe/Banks,80,107356,1567,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=107356&year=2016&d=4
17,Nigel Stephens,Team Terminator,78,74665,122,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=74665&year=2016&d=4
18,Joshua Aiken,Fast Test Racing Team,77,344077,6437,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=344077&year=2016&d=4
19,Harley Matthews,Strada-Sport,71,196304,4912,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=196304&year=2016&d=4
20,Graeme Garner,Easterley RC,69,262473,2551,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=262473&year=2016&d=4
21,Frank Rawlins,North Road CC,68,25958,1298,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=25958&year=2016&d=4
22,Dominique Gabellini,Rapha Cycling Club,67,9591,2858,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=9591&year=2016&d=4
23,Jack Burgin,St Ives CC,66,239387,2701,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=239387&year=2016&d=4
24,Zak Coleman,Strada-Sport,64,41077,4912,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=41077&year=2016&d=4
25,Colin Bailey,North Road CC,62,62179,1298,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=62179&year=2016&d=4
26,James Hedley-Smith,Pedal Power Loughborough,58,137431,3665,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=137431&year=2016&d=4
26,Neil Phillips,Kibosh ,58,231820,7607,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=231820&year=2016&d=4
26,Christopher Thomas,East London Velo,58,201228,918,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=201228&year=2016&d=4
29,Chris Burns,TMG Horizon Cycling Team,52,47978,2340,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=47978&year=2016&d=4
29,Mike Smith,Velo Schils - Interbike RT,52,26492,2265,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=26492&year=2016&d=4
31,Neil Murphy,Cycle Club Ashwell (CCA),50,255146,3780,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=255146&year=2016&d=4
32,Greg Moss,Dulwich Paragon CC,49,10851,1710,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=10851&year=2016&d=4
32,John Mulvey,Cambridge CC,49,313534,2516,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=313534&year=2016&d=4
34,Kieran Jarvis,St Ives CC,48,262111,2701,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=262111&year=2016&d=4
35,Dimitri Demishev,NLTCBMBC,47,153883,7182,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=153883&year=2016&d=4
35,Fabian Horrocks,RP Vision Racing Team,47,331761,6750,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=331761&year=2016&d=4
35,James McKay,Finchley Racing Team,47,170214,451,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=170214&year=2016&d=4
35,Colin Ward,Essex Roads CC,47,105961,1248,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105961&year=2016&d=4
39,Ed Porteus,St Neots CC,46,267249,944,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=267249&year=2016&d=4
40,Carsten Meilandt,Lea Valley CC,45,314222,1376,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=314222&year=2016&d=4
41,Ken Roesner,Lichfield City CC,42,40827,3332,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=40827&year=2016&d=4
42,Mark Barningham,ViCiOUS VELO,38,52671,4142,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=52671&year=2016&d=4
42,Henry Farrell,Hosté TAAP Storck,38,133079,7583,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=133079&year=2016&d=4
44,Graham Collins,Manningtree Bicycle Club,37,137537,6887,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=137537&year=2016&d=4
45,Ross Fawcett,Ipswich Bicycle Club,36,186393,2303,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=186393&year=2016&d=4
45,Trevor Ormes,Velo Schils - Interbike RT,36,36718,2265,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=36718&year=2016&d=4
47,Timothy Torrie,DFL In-Gear Development,34,172866,7626,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=172866&year=2016&d=4
48,Patrick Manning,Strada-Sport,33,137400,4912,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=137400&year=2016&d=4
49,Lewis Pendle,VC Norwich,32,51557,3596,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=51557&year=2016&d=4
49,Sam Redding,East London Velo,32,66584,918,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=66584&year=2016&d=4
51,Arlen Vartazarian,Regents Park Rouleurs,31,178369,4642,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=178369&year=2016&d=4
52,Mick Bath,API-Metrow/Bodyby JR,30,137935,1730,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=137935&year=2016&d=4
52,Mario Baumgartner,Cycling Club Hackney,30,352139,2718,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=352139&year=2016&d=4
52,Charlie Wright,VC Norwich,30,397594,3596,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=397594&year=2016&d=4
55,Matthew Anderson,API-Metrow/Bodyby JR,28,101955,1730,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=101955&year=2016&d=4
55,Jali Packer,Strada-Sport,28,252472,4912,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=252472&year=2016&d=4
55,Darren Rutterford,Iceni Velo,28,67024,2413,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=67024&year=2016&d=4
58,Will Beresford,London Phoenix CC,27,6227,3676,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6227&year=2016&d=4
58,Matthew Carter,Velo Schils - Interbike RT,27,103678,2265,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=103678&year=2016&d=4
60,Dale Johnston,VC Norwich,25,138021,3596,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=138021&year=2016&d=4
61,Robert Cheng,Mono CC,24,557444,6762,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=557444&year=2016&d=4
61,Anthony Jarrett,Finsbury Park CC,24,75951,1261,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=75951&year=2016&d=4
61,Tom Yiangou,Neon-Velo Cycling Team,24,127960,6022,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=127960&year=2016&d=4
64,Jack Ibbotson,Exeter Wheelers,23,57025,2398,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=57025&year=2016&d=4
65,Jack Hardwicke,Strada-Sport,20,74549,4912,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=74549&year=2016&d=4
65,Simon Johnson,London Phoenix CC,20,135218,3676,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=135218&year=2016&d=4
67,Phillip Belshaw,Hosté TAAP Storck,19,74839,7583,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=74839&year=2016&d=4
67,Lee Desborough,St Ives CC,19,27215,2701,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=27215&year=2016&d=4
67,Liam Gentry,Velo Club Baracchi,19,16096,3482,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=16096&year=2016&d=4
67,John Woyton,Pro Cycle Hire UK Racing Team,19,189662,4212,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=189662&year=2016&d=4
71,Paul Miller,Velo Schils - Interbike RT,18,359321,2265,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=359321&year=2016&d=4
72,Matthew Garfield,Peterborough Cycling Club,17,27651,2146,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=27651&year=2016&d=4
72,Andres Jaramillo,VC Londres,17,344121,1390,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=344121&year=2016&d=4
74,Stephen Adams,Langdale Lightweights Racing Team,16,52050,830,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=52050&year=2016&d=4
74,Harry Paine,VCUK PH-MAS Cycling Team,16,178826,7125,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=178826&year=2016&d=4
76,Thomas Beasley,East London Velo,15,183547,918,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=183547&year=2016&d=4
76,Gavin Carter,Stowmarket & District CC,15,205817,1206,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=205817&year=2016&d=4
76,Viktor Kazinec,Dulwich Paragon CC,15,219764,1710,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=219764&year=2016&d=4
79,Peter Kirwan,Cambridge CC,14,130957,2516,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=130957&year=2016&d=4
79,Justin McKie,Regents Park Rouleurs,14,288585,4642,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=288585&year=2016&d=4
79,Mark Richards,Velo Club Baracchi,14,487142,3482,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=487142&year=2016&d=4
82,Pierce McGrenaghan,Finchley Racing Team,13,265212,451,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=265212&year=2016&d=4
83,Andrew Griffiths,Pro Cycle Hire UK Racing Team,12,9215,4212,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=9215&year=2016&d=4
84,Matthew Shepherd,Lee Valley Youth Cycling Club,11,197665,810,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=197665&year=2016&d=4
84,Tom Stokes,Loughborough Students CC,11,387038,2585,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=387038&year=2016&d=4
86,Martin Smith,London Phoenix CC,10,440458,3676,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=440458&year=2016&d=4
87,Rory Havis,St Ives CC,9,192848,2701,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=192848&year=2016&d=4
87,Liam Nicol,Cycling Club Hackney,9,552257,2718,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=552257&year=2016&d=4
87,Jeremy Perks,Chelmer CC,9,187858,1832,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=187858&year=2016&d=4
90,Elliot Colley,Regents Park Rouleurs,8,424963,4642,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=424963&year=2016&d=4
90,Clay Davies,Verulam CC,8,408770,3033,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=408770&year=2016&d=4
90,Oliver Edwards,VC Revolution,8,131465,3022,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=131465&year=2016&d=4
93,Bradley Clark,Green Arrow CRT,7,248786,1964,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248786&year=2016&d=4
93,Oliver Jones,Ipswich Bicycle Club,7,246139,2303,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=246139&year=2016&d=4
93,Adam Parkes,,7,255774,,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=255774&year=2016&d=4
93,John Watson,Hitchin Nomads CC,7,315114,564,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=315114&year=2016&d=4
93,Daniel Young,Pro Cycle Hire UK Racing Team,7,41450,4212,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=41450&year=2016&d=4
98,Harold Bradbury,Cambridge University CC,6,453460,3063,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=453460&year=2016&d=4
98,Andrew Kerr,Glendene CC,6,74413,1433,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=74413&year=2016&d=4
98,Ben Smith,Welwyn Wheelers CC,6,71079,2261,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=71079&year=2016&d=4
98,Tom Stead,St Neots CC,6,177621,944,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=177621&year=2016&d=4
98,Kristian Woolf,Bush Healthcare CRT,6,100291,3028,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=100291&year=2016&d=4
103,Thomas Barningham,ViCiOUS VELO,5,45360,4142,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=45360&year=2016&d=4
103,Mark Harris,Cyclism Cycling,5,36484,7673,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=36484&year=2016&d=4
103,Andrew Holmes,VC Revolution,5,307327,3022,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=307327&year=2016&d=4
103,Jesus Moreno Losa,Islington Cycling Club,5,310746,2040,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=310746&year=2016&d=4
103,Josh Rock,Finchley Racing Team,5,385674,451,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=385674&year=2016&d=4
103,Lyster Romero,Ipswich Bicycle Club,5,251343,2303,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=251343&year=2016&d=4
103,Matthew Senter,Peterborough Cycling Club,5,350084,2146,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=350084&year=2016&d=4
103,Gregory Smith,Finsbury Park CC,5,277764,1261,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=277764&year=2016&d=4
103,Wayne Tunnah,St Neots CC,5,269065,944,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=269065&year=2016&d=4
112,Tom Murray,Greenwheel Cycles,4,262824,5692,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=262824&year=2016&d=4
113,Andy Digby,Addiktion Cycles Ltd,3,130378,7495,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=130378&year=2016&d=4
113,Joe Giggins,Pro Cycle Hire UK Racing Team,3,188998,4212,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=188998&year=2016&d=4
113,Callum Mackie,Lee Valley Youth Cycling Club,3,397,810,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=397&year=2016&d=4
113,Tim Mason,Eagle RC,3,340245,1674,Eastern,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=340245&year=2016&d=4
