secs, cad, hr, km, kph, nm,distance, alt,lat,lon, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
,,,,,,34.1384,40.5,48.425797,-123.342408,,-4.31053,,,,,,,,,,,
,,,,,,34.1467,40,48.425871,-123.342427,,-4.70882,,,,,,,,,,,
,,,,,,34.1547,39.5,48.42594,-123.342455,,-5.13957,,,,,,,,,,,
,,,,,,34.1635,39,48.42601,-123.34251,,-5.40152,,,,,,,,,,,
,,,,,,34.1726,38.5,48.426073,-123.34259,,-5.56052,,,,,,,,,,,
,,,,,,34.1791,38.2,48.426114,-123.342652,,-5.55794,,,,,,,,,,,
,,,,,,34.1843,38,48.426151,-123.342696,,-5.3506,,,,,,,,,,,
,,,,,,34.1869,37.9,48.426169,-123.342717,,-5.26097,,,,,,,,,,,
,,,,,,34.1881,37.8,48.426177,-123.342728,,-5.58972,,,,,,,,,,,
,,,,,,34.1886,37.8,48.426181,-123.342732,,-4.96952,,,,,,,,,,,
,,,,,,34.1896,37.7,48.426188,-123.342741,,-5.39265,,,,,,,,,,,
,,,,,,34.1913,37.7,48.426201,-123.342753,,-4.79363,,,,,,,,,,,
,,,,,,34.1919,37.6,48.426205,-123.342758,,-5.89484,,,,,,,,,,,
,,,,,,34.1931,37.6,48.426214,-123.342767,,-5.32524,,,,,,,,,,,
,,,,,,34.1977,37.3,48.426251,-123.342796,,-5.42634,,,,,,,,,,,
,,,,,,34.2045,37,48.426309,-123.342825,,-5.40335,,,,,,,,,,,
,,,,,,34.2099,36.7,48.426357,-123.342827,,-5.5836,,,,,,,,,,,
,,,,,,34.2246,36.1,48.426483,-123.342763,,-5.59435,,,,,,,,,,,
,,,,,,34.2394,35.5,48.426608,-123.342695,,-5.16995,,,,,,,,,,,
,,,,,,34.2417,35.4,48.426627,-123.342685,,-5.61681,,,,,,,,,,,
,,,,,,34.2434,35.3,48.426642,-123.342681,,-5.22982,,,,,,,,,,,
,,,,,,34.2445,35.3,48.426651,-123.342674,,-5.22982,,,,,,,,,,,
,,,,,,34.2456,35.2,48.426659,-123.342664,,-4.36459,,,,,,,,,,,
,,,,,,34.2466,35.2,48.426668,-123.342664,,-4.36459,,,,,,,,,,,
,,,,,,34.2498,35,48.426695,-123.342651,,-4.35224,,,,,,,,,,,
,,,,,,34.2626,34.6,48.426793,-123.34256,,-4.22325,,,,,,,,,,,
,,,,,,34.2887,33.8,48.426978,-123.342343,,-3.96828,,,,,,,,,,,
,,,,,,34.3321,32.8,48.427247,-123.341916,,-3.79264,,,,,,,,,,,
,,,,,,34.3682,32.3,48.427417,-123.3415,,-3.52532,,,,,,,,,,,
,,,,,,34.434,31.6,48.427686,-123.340705,,-3.18477,,,,,,,,,,,
,,,,,,34.4525,31.4,48.427764,-123.340483,,-2.7023,,,,,,,,,,,
,,,,,,34.506,30.9,48.427974,-123.339831,,-2.7958,,,,,,,,,,,
,,,,,,34.5614,30.3,48.428198,-123.339161,,-2.03895,,,,,,,,,,,
,,,,,,34.5687,30.2,48.428233,-123.339076,,-2.17443,,,,,,,,,,,
,,,,,,34.5761,30,48.428266,-123.33899,,-1.81272,,,,,,,,,,,
,,,,,,34.5835,29.9,48.4283,-123.338904,,-1.6356,,,,,,,,,,,
,,,,,,34.5903,29.7,48.428335,-123.338827,,-1.61913,,,,,,,,,,,
,,,,,,34.5972,29.6,48.428369,-123.33875,,-1.53548,,,,,,,,,,,
,,,,,,34.6041,29.4,48.4284,-123.338669,,-1.68666,,,,,,,,,,,
,,,,,,34.6111,29.3,48.428433,-123.338588,,-1.72294,,,,,,,,,,,
,,,,,,34.6177,29.1,48.428465,-123.338512,,-1.91619,,,,,,,,,,,
,,,,,,34.6244,29,48.428495,-123.338434,,-1.97302,,,,,,,,,,,
,,,,,,34.6313,28.9,48.428526,-123.338353,,-2.00957,,,,,,,,,,,
,,,,,,34.6383,28.8,48.428555,-123.338269,,-2.01722,,,,,,,,,,,
,,,,,,34.6445,28.7,48.428583,-123.338196,,-1.90511,,,,,,,,,,,
,,,,,,34.6506,28.6,48.428607,-123.338121,,-1.93249,,,,,,,,,,,
,,,,,,34.657,28.6,48.428632,-123.338043,,-1.64207,,,,,,,,,,,
,,,,,,34.6773,28.4,48.428719,-123.337801,,-1.59402,,,,,,,,,,,
,,,,,,34.7296,28.2,48.428946,-123.33718,,-1.34237,,,,,,,,,,,
,,,,,,34.7711,28.1,48.42913,-123.336692,,-1.22392,,,,,,,,,,,
,,,,,,34.7889,28,48.42924,-123.336515,,-0.978662,,,,,,,,,,,
,,,,,,34.7942,27.9,48.429287,-123.33651,,-1.0192,,,,,,,,,,,
,,,,,,34.7999,27.9,48.429335,-123.336539,,-0.87426,,,,,,,,,,,
,,,,,,34.8056,27.8,48.429373,-123.336591,,-0.906339,,,,,,,,,,,
,,,,,,34.8108,27.8,48.429397,-123.336651,,-0.745602,,,,,,,,,,,
,,,,,,34.8177,27.8,48.429411,-123.336742,,-0.582832,,,,,,,,,,,
,,,,,,34.824,27.8,48.429415,-123.336827,,-0.582832,,,,,,,,,,,
,,,,,,34.8309,27.8,48.429415,-123.33692,,-0.484348,,,,,,,,,,,
,,,,,,34.8382,27.8,48.429415,-123.337019,,-0.446116,,,,,,,,,,,
,,,,,,34.8835,27.8,48.429413,-123.337634,,-0.421969,,,,,,,,,,,
,,,,,,34.9367,28.1,48.429429,-123.338354,,-0.309641,,,,,,,,,,,
,,,,,,34.9605,28.4,48.429434,-123.338676,,0.00746807,,,,,,,,,,,
,,,,,,34.9737,28.5,48.429437,-123.338856,,0.0827407,,,,,,,,,,,
,,,,,,34.9788,28.6,48.429439,-123.338925,,0.45419,,,,,,,,,,,
,,,,,,34.9819,28.6,48.429442,-123.338967,,0.45419,,,,,,,,,,,
,,,,,,34.9857,28.6,48.429445,-123.339017,,0.45419,,,,,,,,,,,
,,,,,,34.9895,28.7,48.429446,-123.339069,,0.714722,,,,,,,,,,,
,,,,,,34.9943,28.7,48.429454,-123.339133,,0.714722,,,,,,,,,,,
,,,,,,35.0134,28.9,48.429463,-123.339392,,0.819238,,,,,,,,,,,
,,,,,,35.0548,29.1,48.429474,-123.339953,,0.867536,,,,,,,,,,,
,,,,,,35.0642,29.1,48.429479,-123.340079,,0.811095,,,,,,,,,,,
,,,,,,35.0744,29.1,48.429486,-123.340218,,0.684856,,,,,,,,,,,
,,,,,,35.0841,29.1,48.429492,-123.340349,,0.609584,,,,,,,,,,,
,,,,,,35.0941,29.1,48.429498,-123.340484,,0.413345,,,,,,,,,,,
,,,,,,35.1126,29.1,48.4295,-123.340734,,0.413345,,,,,,,,,,,
,,,,,,35.121,29.2,48.429503,-123.340848,,0.532141,,,,,,,,,,,
,,,,,,35.1288,29.2,48.429499,-123.340954,,0.271609,,,,,,,,,,,
,,,,,,35.1359,29.3,48.429501,-123.34105,,0.412721,,,,,,,,,,,
,,,,,,35.1429,29.4,48.429501,-123.341145,,0.450872,,,,,,,,,,,
,,,,,,35.1488,29.5,48.429505,-123.341225,,0.571512,,,,,,,,,,,
,,,,,,35.1541,29.6,48.429508,-123.341296,,0.762019,,,,,,,,,,,
,,,,,,35.1588,29.7,48.42951,-123.34136,,0.973556,,,,,,,,,,,
,,,,,,35.1627,29.7,48.429509,-123.341413,,0.973556,,,,,,,,,,,
,,,,,,35.1656,29.8,48.429505,-123.341451,,1.32582,,,,,,,,,,,
,,,,,,35.1683,29.8,48.429512,-123.341487,,1.32582,,,,,,,,,,,
,,,,,,35.1704,29.8,48.429517,-123.341514,,1.20702,,,,,,,,,,,
,,,,,,35.1724,29.9,48.429521,-123.341541,,1.69694,,,,,,,,,,,
,,,,,,35.1734,29.9,48.42952,-123.341554,,1.55583,,,,,,,,,,,
,,,,,,35.1739,29.9,48.429521,-123.341547,,1.41316,,,,,,,,,,,
,,,,,,35.1753,29.9,48.429518,-123.341529,,1.24422,,,,,,,,,,,
,,,,,,35.1849,29.7,48.429503,-123.341401,,0.84517,,,,,,,,,,,
,,,,,,35.1909,29.6,48.4295,-123.34132,,0.466567,,,,,,,,,,,
,,,,,,35.2173,29.3,48.429493,-123.340962,,0.353041,,,,,,,,,,,
,,,,,,35.2244,29.2,48.42949,-123.340866,,-0.140246,,,,,,,,,,,
,,,,,,35.2317,29.1,48.429484,-123.340767,,-0.276581,,,,,,,,,,,
,,,,,,35.2387,29.1,48.429478,-123.340673,,-0.276581,,,,,,,,,,,
,,,,,,35.2462,29.1,48.429474,-123.340572,,-0.766496,,,,,,,,,,,
,,,,,,35.2536,29.1,48.429471,-123.340471,,-0.766496,,,,,,,,,,,
,,,,,,35.261,29.1,48.429468,-123.340371,,-0.766496,,,,,,,,,,,
,,,,,,35.2683,29.1,48.429463,-123.340272,,-0.766496,,,,,,,,,,,
,,,,,,35.2757,29.1,48.429458,-123.340172,,-0.557952,,,,,,,,,,,
,,,,,,35.2827,29.1,48.429454,-123.340077,,-0.390886,,,,,,,,,,,
,,,,,,35.2894,29.1,48.429452,-123.339987,,-0.27736,,,,,,,,,,,
,,,,,,35.2959,29.1,48.42945,-123.339899,,-0.136335,,,,,,,,,,,
,,,,,,35.3025,29,48.429453,-123.339809,,-0.150403,,,,,,,,,,,
,,,,,,35.3095,29,48.429452,-123.339715,,-0.150403,,,,,,,,,,,
,,,,,,35.3166,29,48.429448,-123.339618,,-0.150403,,,,,,,,,,,
,,,,,,35.3232,28.9,48.429443,-123.339529,,-0.302145,,,,,,,,,,,
,,,,,,35.3298,28.9,48.429449,-123.339441,,-0.302145,,,,,,,,,,,
,,,,,,35.336,28.9,48.429446,-123.339356,,-0.302145,,,,,,,,,,,
,,,,,,35.3416,28.8,48.429443,-123.339281,,-0.482529,,,,,,,,,,,
,,,,,,35.3465,28.8,48.42944,-123.339215,,-0.482529,,,,,,,,,,,
,,,,,,35.3523,28.7,48.429432,-123.339137,,-0.654251,,,,,,,,,,,
,,,,,,35.361,28.7,48.42938,-123.339048,,-0.654251,,,,,,,,,,,
,,,,,,35.3661,28.8,48.429335,-123.339037,,-0.306576,,,,,,,,,,,
,,,,,,35.3729,28.8,48.429275,-123.339054,,-0.306576,,,,,,,,,,,
,,,,,,35.38,28.9,48.429212,-123.339072,,-0.166325,,,,,,,,,,,
,,,,,,35.3874,29,48.429147,-123.339088,,0.121965,,,,,,,,,,,
,,,,,,35.4179,29.3,48.428873,-123.33911,,0.220291,,,,,,,,,,,
,,,,,,35.4253,29.3,48.428809,-123.339081,,0.220291,,,,,,,,,,,
,,,,,,35.444,29.4,48.428655,-123.338978,,0.454052,,,,,,,,,,,
,,,,,,35.4493,29.4,48.428613,-123.338946,,0.454052,,,,,,,,,,,
,,,,,,35.4614,29.5,48.428517,-123.338869,,0.70847,,,,,,,,,,,
,,,,,,35.4662,29.5,48.428476,-123.338847,,0.70847,,,,,,,,,,,
,,,,,,35.4662,29.5,48.428476,-123.338847,,0.511199,,,,,,,,,,,
,,,,,,35.4662,29.5,48.428476,-123.338847,,0.511199,,,,,,,,,,,
,,,,,,35.4673,29.5,48.428467,-123.338852,,0.370947,,,,,,,,,,,
,,,,,,35.4692,29.6,48.428451,-123.338864,,0.737605,,,,,,,,,,,
,,,,,,35.4854,29.9,48.428343,-123.33901,,0.825236,,,,,,,,,,,
,,,,,,35.5108,30.3,48.428219,-123.3393,,0.982376,,,,,,,,,,,
,,,,,,35.5201,30.4,48.428175,-123.339406,,1.0374,,,,,,,,,,,
,,,,,,35.5638,30.9,48.427974,-123.339915,,1.1518,,,,,,,,,,,
,,,,,,35.6105,31.4,48.427766,-123.340466,,1.176,,,,,,,,,,,
,,,,,,35.6219,31.5,48.427718,-123.340602,,1.26399,,,,,,,,,,,
,,,,,,35.6329,31.6,48.42767,-123.340732,,1.35509,,,,,,,,,,,
,,,,,,35.6433,31.7,48.427622,-123.340853,,1.45122,,,,,,,,,,,
,,,,,,35.6533,31.8,48.427581,-123.340974,,1.55098,,,,,,,,,,,
,,,,,,35.6734,32.1,48.427475,-123.341195,,1.19687,,,,,,,,,,,
,,,,,,35.6824,32.3,48.427414,-123.341275,,1.23334,,,,,,,,,,,
,,,,,,35.7061,32.9,48.427203,-123.341321,,1.3293,,,,,,,,,,,
,,,,,,35.714,33.2,48.427132,-123.34132,,1.60088,,,,,,,,,,,
,,,,,,35.7491,34.5,48.426817,-123.341299,,1.85726,,,,,,,,,,,
,,,,,,35.7651,35.2,48.426675,-123.341261,,2.18686,,,,,,,,,,,
,,,,,,35.7687,35.3,48.426659,-123.341219,,2.37873,,,,,,,,,,,
,,,,,,35.7724,35.5,48.42664,-123.341178,,2.82964,,,,,,,,,,,
,,,,,,35.7772,35.6,48.426624,-123.341118,,2.94309,,,,,,,,,,,
,,,,,,35.7824,35.7,48.426611,-123.34105,,3.03485,,,,,,,,,,,
,,,,,,35.7879,35.8,48.426601,-123.340976,,3.06521,,,,,,,,,,,
,,,,,,35.7933,35.9,48.426582,-123.340909,,3.02878,,,,,,,,,,,
,,,,,,35.8119,36.5,48.426516,-123.340678,,3.09901,,,,,,,,,,,
,,,,,,35.8257,36.9,48.426476,-123.340501,,3.00895,,,,,,,,,,,
,,,,,,35.8323,37.1,48.426466,-123.340413,,2.94176,,,,,,,,,,,
,,,,,,35.8391,37.2,48.426456,-123.340321,,2.65063,,,,,,,,,,,
,,,,,,35.8465,37.4,48.426447,-123.340222,,2.64204,,,,,,,,,,,
,,,,,,35.8537,37.5,48.426443,-123.340125,,2.23947,,,,,,,,,,,
,,,,,,35.8646,37.9,48.426404,-123.33999,,2.39807,,,,,,,,,,,
,,,,,,35.8706,38.2,48.426352,-123.339966,,2.70265,,,,,,,,,,,
,,,,,,35.8878,39.4,48.426197,-123.339958,,3.21903,,,,,,,,,,,
,,,,,,35.9094,41,48.426003,-123.339968,,3.7743,,,,,,,,,,,
,,,,,,35.9239,42.1,48.425873,-123.339986,,4.20875,,,,,,,,,,,
,,,,,,35.9263,41.9,48.425891,-123.33997,,3.05816,,,,,,,,,,,
,,,,,,35.939,41,48.426003,-123.339935,,2.04695,,,,,,,,,,,
,,,,,,35.9588,39.6,48.42618,-123.339909,,1.1936,,,,,,,,,,,
,,,,,,35.98,38.2,48.42637,-123.339877,,0.263791,,,,,,,,,,,
,,,,,,35.9859,38,48.426401,-123.339813,,-0.217736,,,,,,,,,,,
,,,,,,36.0094,37.7,48.426475,-123.339514,,-0.713321,,,,,,,,,,,
,,,,,,36.0351,37.7,48.426497,-123.339168,,-1.20942,,,,,,,,,,,
,,,,,,36.0653,38.1,48.426505,-123.338758,,-1.77309,,,,,,,,,,,
,,,,,,36.0813,38.3,48.426502,-123.338541,,-2.38949,,,,,,,,,,,
,,,,,,36.083,38.3,48.426512,-123.338524,,-3.14726,,,,,,,,,,,
,,,,,,36.0962,38.2,48.426499,-123.338701,,-2.36269,,,,,,,,,,,
,,,,,,36.1278,37.8,48.426487,-123.33913,,-1.78133,,,,,,,,,,,
,,,,,,36.1818,37.3,48.426498,-123.339861,,-1.16603,,,,,,,,,,,
,,,,,,36.2356,36.2,48.426574,-123.340581,,-0.711953,,,,,,,,,,,
,,,,,,36.2801,35.3,48.426658,-123.341171,,-0.572009,,,,,,,,,,,
,,,,,,36.2873,35.1,48.426698,-123.341248,,-0.721785,,,,,,,,,,,
,,,,,,36.3026,34.4,48.426831,-123.341297,,-1.18157,,,,,,,,,,,
,,,,,,36.329,33.4,48.427069,-123.341307,,-1.69145,,,,,,,,,,,
,,,,,,36.3376,33.1,48.427146,-123.341295,,-2.16486,,,,,,,,,,,
,,,,,,36.345,32.9,48.427212,-123.341294,,-2.43737,,,,,,,,,,,
,,,,,,36.3509,32.7,48.427265,-123.341294,,-2.70063,,,,,,,,,,,
,,,,,,36.3561,32.6,48.427312,-123.341291,,-2.76555,,,,,,,,,,,
,,,,,,36.3602,32.5,48.427349,-123.34129,,-2.9159,,,,,,,,,,,
,,,,,,36.3637,32.4,48.42738,-123.34129,,-3.00152,,,,,,,,,,,
,,,,,,36.3663,32.3,48.427404,-123.341293,,-3.17282,,,,,,,,,,,
,,,,,,36.3678,32.3,48.427415,-123.341303,,-2.89564,,,,,,,,,,,
,,,,,,36.3691,32.3,48.427425,-123.341312,,-2.43585,,,,,,,,,,,
,,,,,,36.3705,32.2,48.427436,-123.341321,,-2.77664,,,,,,,,,,,
,,,,,,36.3718,32.2,48.427446,-123.341331,,-2.42811,,,,,,,,,,,
,,,,,,36.3732,32.2,48.427457,-123.34134,,-2.1556,,,,,,,,,,,
,,,,,,36.3745,32.1,48.427467,-123.341349,,-2.58834,,,,,,,,,,,
,,,,,,36.3759,32.1,48.427478,-123.341359,,-2.39717,,,,,,,,,,,
,,,,,,36.3815,32,48.427502,-123.341425,,-2.33423,,,,,,,,,,,
,,,,,,36.3931,32.1,48.427494,-123.341582,,-1.95806,,,,,,,,,,,
,,,,,,36.4128,32.3,48.427409,-123.341816,,-1.48301,,,,,,,,,,,
,,,,,,36.42,32.4,48.427378,-123.341902,,-1.34453,,,,,,,,,,,
,,,,,,36.4343,32.7,48.427308,-123.342065,,-1.13512,,,,,,,,,,,
,,,,,,36.4502,32.9,48.427232,-123.342247,,-0.290574,,,,,,,,,,,
,,,,,,36.5148,33.9,48.426961,-123.343022,,-0.135866,,,,,,,,,,,
,,,,,,36.556,34.3,48.426872,-123.343564,,-0.038775,,,,,,,,,,,
,,,,,,36.5723,34.4,48.426856,-123.343784,,0.794572,,,,,,,,,,,
,,,,,,36.596,34.3,48.426857,-123.344105,,0.752352,,,,,,,,,,,
,,,,,,36.609,34.2,48.426855,-123.344281,,0.855439,,,,,,,,,,,
,,,,,,36.6145,34.2,48.426858,-123.344355,,0.769368,,,,,,,,,,,
,,,,,,36.6195,34.1,48.426858,-123.344423,,0.468456,,,,,,,,,,,
,,,,,,36.6242,34,48.42686,-123.344486,,0.115102,,,,,,,,,,,
,,,,,,36.6279,34,48.426864,-123.344536,,-0.0943067,,,,,,,,,,,
,,,,,,36.6367,33.8,48.426881,-123.344653,,-0.446664,,,,,,,,,,,
,,,,,,36.6398,33.8,48.426875,-123.344694,,-0.601372,,,,,,,,,,,
,,,,,,36.6398,33.8,48.426875,-123.344694,,-0.698463,,,,,,,,,,,
,,,,,,36.6398,33.8,48.426875,-123.344694,,-0.7597,,,,,,,,,,,
,,,,,,36.6398,33.8,48.426875,-123.344694,,-0.71748,,,,,,,,,,,
,,,,,,36.641,33.8,48.42688,-123.34468,,-0.640488,,,,,,,,,,,
,,,,,,36.6419,33.8,48.426881,-123.344667,,-0.640488,,,,,,,,,,,
,,,,,,36.6573,34,48.42689,-123.34446,,-0.31052,,,,,,,,,,,
,,,,,,36.6769,34.1,48.426899,-123.344194,,-0.0447605,,,,,,,,,,,
,,,,,,36.7006,34.2,48.426903,-123.343873,,-0.00254781,,,,,,,,,,,
,,,,,,36.7115,34.2,48.426898,-123.343725,,0.22376,,,,,,,,,,,
,,,,,,36.7316,34.4,48.426841,-123.343467,,0.32344,,,,,,,,,,,
,,,,,,36.7421,34.4,48.426839,-123.343324,,0.32344,,,,,,,,,,,
,,,,,,36.7515,34.4,48.426832,-123.343198,,0.32344,,,,,,,,,,,
,,,,,,36.7719,34.4,48.426838,-123.342921,,0.32344,,,,,,,,,,,
,,,,,,36.7879,34.4,48.426844,-123.342705,,0.32344,,,,,,,,,,,
,,,,,,36.7904,34.3,48.426851,-123.342672,,-0.0677461,,,,,,,,,,,
,,,,,,36.7908,34.3,48.426848,-123.342674,,-0.19841,,,,,,,,,,,
,,,,,,36.7911,34.4,48.426846,-123.342676,,-0.249293,,,,,,,,,,,
,,,,,,36.7926,34.4,48.426834,-123.342687,,-0.291506,,,,,,,,,,,
,,,,,,36.8056,34.9,48.426732,-123.342773,,0.0932171,,,,,,,,,,,
,,,,,,36.8178,35.2,48.426656,-123.342892,,0.239708,,,,,,,,,,,
,,,,,,36.8292,35.7,48.426554,-123.342874,,0.67756,,,,,,,,,,,
,,,,,,36.8415,36.2,48.426449,-123.342924,,1.08591,,,,,,,,,,,
,,,,,,36.8541,36.7,48.426341,-123.342977,,1.4818,,,,,,,,,,,
,,,,,,36.8606,37,48.426285,-123.343004,,1.94066,,,,,,,,,,,
,,,,,,36.8678,37.3,48.426223,-123.34303,,2.75107,,,,,,,,,,,
,,,,,,36.874,37.6,48.426172,-123.343065,,3.23252,,,,,,,,,,,
,,,,,,36.8809,37.9,48.426117,-123.343108,,3.66794,,,,,,,,,,,
,,,,,,36.8869,38.1,48.426068,-123.343142,,4.00137,,,,,,,,,,,
,,,,,,36.8925,38.3,48.426026,-123.343183,,3.97607,,,,,,,,,,,
,,,,,,36.8992,38.5,48.425975,-123.343232,,4.02727,,,,,,,,,,,
,,,,,,36.9061,38.8,48.425923,-123.343283,,4.02428,,,,,,,,,,,
,,,,,,36.9118,39,48.425882,-123.34333,,3.96508,,,,,,,,,,,
,,,,,,36.9182,39.1,48.42584,-123.343389,,3.72582,,,,,,,,,,,
,,,,,,36.9366,39.5,48.425738,-123.343585,,3.48459,,,,,,,,,,,
,,,,,,36.943,39.5,48.425711,-123.343662,,3.06536,,,,,,,,,,,
,,,,,,36.9491,39.6,48.425689,-123.343738,,2.74737,,,,,,,,,,,
,,,,,,36.955,39.6,48.425664,-123.343808,,2.31194,,,,,,,,,,,
,,,,,,36.9608,39.7,48.425637,-123.343875,,2.15141,,,,,,,,,,,
,,,,,,36.9729,39.9,48.425583,-123.344018,,1.95672,,,,,,,,,,,
,,,,,,36.9859,39.9,48.425548,-123.344185,,1.65934,,,,,,,,,,,
,,,,,,37.0201,39.8,48.425528,-123.344648,,1.19528,,,,,,,,,,,
,,,,,,37.0647,39.7,48.425524,-123.345253,,0.823728,,,,,,,,,,,
,,,,,,37.0798,39.6,48.425524,-123.345457,,0.600669,,,,,,,,,,,
,,,,,,37.0899,39.6,48.42552,-123.345594,,0.383033,,,,,,,,,,,
,,,,,,37.101,39.5,48.425519,-123.345744,,0.292689,,,,,,,,,,,
,,,,,,37.1474,38.9,48.425502,-123.346372,,-0.000130201,,,,,,,,,,,
,,,,,,37.1823,38.1,48.425531,-123.346843,,-0.229333,,,,,,,,,,,
,,,,,,37.2074,37.6,48.425547,-123.347183,,-0.601024,,,,,,,,,,,
,,,,,,37.2162,37.4,48.425556,-123.347301,,-0.993959,,,,,,,,,,,
,,,,,,37.2252,37.3,48.425568,-123.347422,,-1.10473,,,,,,,,,,,
,,,,,,37.2351,37.2,48.425572,-123.347556,,-1.17656,,,,,,,,,,,
,,,,,,37.2443,37.1,48.425577,-123.347681,,-1.26238,,,,,,,,,,,
,,,,,,37.2536,37,48.42558,-123.347806,,-1.30429,,,,,,,,,,,
,,,,,,37.2621,37,48.425585,-123.347922,,-1.30429,,,,,,,,,,,
,,,,,,37.2694,36.9,48.425594,-123.34802,,-1.35093,,,,,,,,,,,
,,,,,,37.2751,36.9,48.425602,-123.348096,,-1.22156,,,,,,,,,,,
,,,,,,37.2802,36.8,48.425607,-123.348165,,-1.18761,,,,,,,,,,,
,,,,,,37.2855,36.7,48.425619,-123.348234,,-1.1788,,,,,,,,,,,
,,,,,,37.2911,36.7,48.425628,-123.348309,,-0.950604,,,,,,,,,,,
,,,,,,37.2972,36.6,48.425632,-123.348391,,-1.00466,,,,,,,,,,,
,,,,,,37.3174,36.3,48.425636,-123.348665,,-1.05197,,,,,,,,,,,
,,,,,,37.3239,36.2,48.425623,-123.348751,,-1.0974,,,,,,,,,,,
,,,,,,37.3308,36.1,48.425634,-123.348843,,-1.13403,,,,,,,,,,,
,,,,,,37.3384,35.9,48.425653,-123.348942,,-1.39703,,,,,,,,,,,
,,,,,,37.3457,35.8,48.425667,-123.349038,,-1.39793,,,,,,,,,,,
,,,,,,37.3533,35.7,48.425674,-123.34914,,-1.53009,,,,,,,,,,,
,,,,,,37.3612,35.6,48.425677,-123.349247,,-1.46138,,,,,,,,,,,
,,,,,,37.4101,35.3,48.425708,-123.349909,,-1.33265,,,,,,,,,,,
,,,,,,37.4252,35.2,48.425722,-123.350112,,-1.39906,,,,,,,,,,,
,,,,,,37.4325,35.1,48.425723,-123.350211,,-1.3711,,,,,,,,,,,
,,,,,,37.4398,35,48.42573,-123.350309,,-1.36025,,,,,,,,,,,
,,,,,,37.4464,34.9,48.425737,-123.350398,,-1.35782,,,,,,,,,,,
,,,,,,37.4525,34.8,48.425737,-123.350481,,-1.37613,,,,,,,,,,,
,,,,,,37.4689,34.5,48.42575,-123.350703,,-1.29555,,,,,,,,,,,
,,,,,,37.4742,34.4,48.425753,-123.350774,,-1.34816,,,,,,,,,,,
,,,,,,37.4791,34.3,48.42576,-123.350839,,-1.42181,,,,,,,,,,,
,,,,,,37.4837,34.2,48.425762,-123.350902,,-1.51013,,,,,,,,,,,
,,,,,,37.5109,33.7,48.425802,-123.351265,,-1.63302,,,,,,,,,,,
,,,,,,37.529,33.4,48.425836,-123.351505,,-1.73229,,,,,,,,,,,
,,,,,,37.5324,33.4,48.425843,-123.351551,,-1.59541,,,,,,,,,,,
,,,,,,37.5342,33.3,48.425844,-123.351575,,-2.02149,,,,,,,,,,,
,,,,,,37.5353,33.3,48.425849,-123.351588,,-1.87028,,,,,,,,,,,
,,,,,,37.5359,33.3,48.425853,-123.351593,,-1.707,,,,,,,,,,,
,,,,,,37.5359,33.3,48.425853,-123.351593,,-1.52456,,,,,,,,,,,
,,,,,,37.5359,33.3,48.425853,-123.351593,,-1.33407,,,,,,,,,,,
,,,,,,37.5393,33.2,48.425854,-123.351639,,-1.42273,,,,,,,,,,,
,,,,,,37.5438,33.2,48.425856,-123.3517,,-1.20785,,,,,,,,,,,
,,,,,,37.5487,33.1,48.425855,-123.351766,,-1.22899,,,,,,,,,,,
,,,,,,37.5615,32.9,48.42589,-123.351932,,-1.21893,,,,,,,,,,,
,,,,,,37.5676,32.8,48.425898,-123.352013,,-1.38442,,,,,,,,,,,
,,,,,,37.5676,32.8,48.425898,-123.352013,,-0.820852,,,,,,,,,,,
,,,,,,37.5728,32.9,48.42589,-123.351943,,-0.630055,,,,,,,,,,,
,,,,,,37.5772,33,48.425883,-123.351884,,-0.403939,,,,,,,,,,,
,,,,,,37.5821,33,48.425873,-123.35182,,-0.403939,,,,,,,,,,,
,,,,,,37.5874,33.1,48.42586,-123.351751,,-0.214995,,,,,,,,,,,
,,,,,,37.5933,33.2,48.425851,-123.351672,,0.24854,,,,,,,,,,,
,,,,,,37.5998,33.3,48.425844,-123.351584,,0.40145,,,,,,,,,,,
,,,,,,37.6212,33.7,48.425817,-123.351298,,0.79439,,,,,,,,,,,
,,,,,,37.6285,33.8,48.425807,-123.3512,,1.08669,,,,,,,,,,,
,,,,,,37.6355,33.9,48.425798,-123.351106,,1.39488,,,,,,,,,,,
,,,,,,37.6425,34.1,48.425788,-123.351012,,1.67959,,,,,,,,,,,
,,,,,,37.6494,34.2,48.425777,-123.35092,,1.63377,,,,,,,,,,,
,,,,,,37.656,34.3,48.425768,-123.350831,,1.55819,,,,,,,,,,,
,,,,,,37.6628,34.4,48.425773,-123.35074,,1.70661,,,,,,,,,,,
,,,,,,37.6732,34.6,48.42581,-123.35061,,1.70928,,,,,,,,,,,
,,,,,,37.6772,34.6,48.425829,-123.350564,,1.5402,,,,,,,,,,,
,,,,,,37.6812,34.6,48.42585,-123.350521,,1.38729,,,,,,,,,,,
,,,,,,37.686,34.6,48.425885,-123.350483,,1.19964,,,,,,,,,,,
,,,,,,37.6915,34.6,48.42593,-123.350451,,1.06296,,,,,,,,,,,
,,,,,,37.698,34.6,48.425986,-123.350427,,0.920259,,,,,,,,,,,
,,,,,,37.7196,34.4,48.42618,-123.350399,,0.543255,,,,,,,,,,,
,,,,,,37.7267,34.4,48.426242,-123.35038,,0.398281,,,,,,,,,,,
