secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
149,90,95,1.093,31.7988,0,127,54,-1.11093,51.6992,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
150,68,95,1.104,30.3984,0,51,54,-1.11105,51.6992,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
151,68,95,1.112,27.7992,0,51,54,-1.11115,51.6992,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
152,26,95,1.116,27.3996,0,5,54,-1.11126,51.6991,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
153,78,96,1.127,27.3996,0,64,54,-1.11136,51.6991,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
154,78,96,1.135,27.5976,0,121,54,-1.11145,51.6991,0,5.50671e-15,30,0,50,0,0,0,0,0,0,0,0
155,79,96,1.141,28.1988,0,197,54,-1.11155,51.699,0,5.50671e-15,30,0,50,0,0,0,0,0,0,0,0
156,82,96,1.15,29.1996,0,295,54,-1.11164,51.699,0,5.50671e-15,30,0,50,0,0,0,0,0,0,0,0
157,86,97,1.158,30.4992,0,281,54,-1.11172,51.6989,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
158,90,97,1.166,32.1984,0,352,54,-1.11181,51.6989,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
159,94,97,1.177,33.5988,0,275,54,-1.1119,51.6988,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
160,98,97,1.185,34.9992,0,322,54,-1.11199,51.6988,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
161,100,97,1.196,35.8992,0,248,54,-1.11207,51.6987,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
162,100,98,1.206,36.4968,0,248,54,-1.11215,51.6986,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
163,93,100,1.217,36.9,0,165,54,-1.11223,51.6985,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
164,94,101,1.223,37.1988,0,124,54,-1.1123,51.6985,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
165,94,103,1.238,37.098,0,82,54,-1.11236,51.6984,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
166,95,104,1.246,37.4976,0,157,54,-1.11242,51.6983,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
167,96,106,1.257,37.6992,0,148,54,-1.11247,51.6982,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
168,96,106,1.267,37.6992,0,106,54,-1.11253,51.6981,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
169,96,107,1.277,37.6992,0,92,54,-1.11258,51.698,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
170,96,107,1.292,38.3976,0,262,54,-1.11264,51.6979,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
171,99,106,1.303,39.3984,0,392,54,-1.1127,51.6978,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
172,102,106,1.313,40.5,0,409,54,-1.11276,51.6977,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
173,104,105,1.326,41.8968,0,449,54,-1.11283,51.6976,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
174,108,105,1.334,42.7968,0,434,54,-1.11289,51.6976,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
175,110,105,1.349,43.398,0,299,54,-1.11296,51.6974,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
176,96,105,1.361,43.5996,0,135,54,-1.11302,51.6973,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
177,106,106,1.37,43.5996,0,185,54,-1.11309,51.6972,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
178,100,107,1.382,43.6968,0,142,54,-1.11316,51.6971,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
179,100,109,1.397,43.2972,0,142,54,-1.11323,51.697,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
180,100,110,1.407,42.6996,0,142,54,-1.11329,51.6969,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
181,100,111,1.42,42.3,0,142,54,-1.11336,51.6968,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
182,0,112,1.43,41.7996,0,0,54,-1.11342,51.6967,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
183,0,113,1.443,41.1984,0,0,54,-1.11348,51.6966,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
184,0,114,1.453,39.4992,0,0,54,-1.11355,51.6965,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
185,0,114,1.464,38.0988,0,0,54,-1.11361,51.6965,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
186,0,113,1.474,37.5984,0,0,54,-1.11367,51.6964,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
187,0,113,1.485,37.2996,0,0,54,-1.11373,51.6963,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
188,0,112,1.497,36.9972,0,0,54,-1.11378,51.6962,0,5.50671e-15,29,0,50,0,0,0,0,0,0,0,0
