,distance
3633,44217.4
3634,44228.9
3635,44240.3
3636,44251.7
3637,44262.6
3638,44273.0
3639,44283.2
3640,44293.2
3641,44303.3
3642,44313.9
3643,44324.6
3644,44335.3
3645,44345.9
3646,44356.4
3647,44367.1
3648,44377.9
3649,44388.8
3650,44399.9
3651,44410.9
3652,44421.3
3653,44432.3
3654,44443.4
3655,44454.3
3656,44465.0
3657,44475.7
3658,44486.6
3659,44497.5
3660,44508.9
3661,44520.6
3662,44532.7
3663,44545.2
3664,44557.7
3665,44570.2
3666,44582.6
3667,44595.3
3668,44608.2
3669,44621.1
3670,44633.5
3671,44646.2
3672,44658.8
3673,44671.2
3674,44683.6
3675,44695.5
3676,44707.3
3677,44718.3
3678,44728.7
3679,44738.2
3680,44746.6
3681,44754.2
3682,44762.1
3683,44770.7
3684,44780.7
3685,44790.7
3686,44801.3
3687,44812.3
3688,44823.8
3689,44835.7
3690,44848.0
3691,44860.3
3692,44872.1
3693,44884.3
3694,44896.6
3695,44909.3
3696,44921.9
3697,44935.2
3698,44949.0
3699,44963.2
3700,44977.5
3701,44991.9
3702,45006.8
3703,45021.8
3704,45036.7
3705,45051.6
3706,45066.7
3707,45081.6
3708,45096.9
3709,45112.2
3710,45127.8
3711,45143.3
3712,45158.8
3713,45174.3
3714,45189.8
3715,45205.3
3716,45220.8
3717,45236.2
3718,45251.8
3719,45267.3
3720,45282.7
3721,45298.3
3722,45313.6
3723,45328.8
3724,45344.2
3725,45359.6
3726,45375.2
3727,45390.6
3728,45406.1
3729,45421.5
3730,45436.8
3731,45452.6
3732,45468.4
3733,45484.4
3734,45500.0
3735,45515.4
3736,45530.7
3737,45545.8
3738,45560.7
3739,45575.6
3740,45590.5
3741,45604.8
3742,45619.1
3743,45633.8
3744,45648.6
3745,45663.3
3746,45677.5
3747,45691.8
3748,45704.0
3749,45714.4
3750,45724.1
3751,45733.0
3752,45741.2
3753,45748.9
3754,45756.1
3755,45763.1
3756,45770.0
3757,45776.7
3758,45782.9
3759,45789.1
